,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,95.70020006862792,99.10983182005451,100.54992606017346,101.68719890170075,101.50882323725934,98.06141413145208,104.20537357613382,104.25164379368559,96.33176611096584,101.84947948390229,97.71434287802062,101.99491705892001,94.64438061831365
2,93.63175243934262,99.57958084212277,99.8760081111323,99.98002311674892,102.29678488283045,98.29197928835858,110.82984217687564,113.95506658241048,98.54295940064608,105.99391497268336,96.11169141182839,99.02086540301895,93.26378810013787
3,98.4261052897646,105.83952778338248,97.37477119708159,104.49293264920362,103.54169939213824,98.05785252892858,112.0373102879811,106.72358663469099,98.50710930379589,102.20251345648317,85.53997022294007,98.6053801613954,93.70209280548444
4,96.09875833281473,105.9333137635377,94.02840443364293,102.76647712628777,101.91402605107768,97.5510075927831,118.46827580138961,109.03932205585029,103.11066121490336,101.11341606139162,91.0761711428649,95.93948438312565,89.87244816594361
5,94.45488187759535,112.83241016194727,97.20847994467869,101.6808852601734,103.33772258726104,98.83956344710754,122.43453520541307,113.24075784644616,101.72622285161725,96.86593748494244,86.23232098446032,94.91571025186985,88.46765338504935
6,94.52019017418314,111.47443977860625,97.65135727146226,102.936607440092,104.44003374825404,99.1102731585792,129.86865826648034,123.24690243885847,102.86215951326906,99.5426224567515,83.66534485606934,102.78276467481852,84.85689279401618
7,93.43831358618124,107.98930408392013,96.41606609834736,100.47545094512647,104.72891036368013,98.73822611262031,128.20897539362153,120.42243690247996,98.72159489717505,103.33784100288086,78.93378294386389,100.00581490623806,89.13589416504894
8,91.73152460497982,104.28510725665024,95.29216443888886,100.06334572932771,102.9844064868026,98.82856978301912,125.05048586982632,121.40272675929286,99.7526529416394,101.0468377668966,78.09743382703834,101.10334604443578,85.04751038252377
9,87.99742745469648,100.69308226868212,95.364926500664,101.89945405778957,102.02771818210728,99.44018359749832,123.40247535526068,124.04557410379762,104.06348780500905,98.42373638736905,83.69779965187469,100.55786655933645,92.67818472531522
10,88.6295145640062,106.57232506146146,98.05001951361517,100.72109698084451,104.66522377479043,103.59890547155652,130.27424875476746,120.91585729833965,110.3067100117452,99.22071072162643,84.27270191432714,97.17569888306457,97.32480675630373
11,86.4269143206316,106.02588918018591,99.18570970978645,102.13656997547167,107.48915041305513,108.01410808984026,132.13074096338366,126.2028737020509,114.51291390244359,99.7771833830732,83.97343490805251,94.09398618547861,98.4486570400271
12,80.86486440851783,99.38656306918098,90.42148375603614,98.75356027252631,101.99416128018466,102.20992036603364,135.2335951423157,133.94630461993634,109.15081485263885,92.9674286579505,74.7514465464913,94.37754482891094,93.8738102068362
13,80.14503111679714,99.93311567980913,91.9470740368695,100.24357693753912,100.01691688286303,106.50822934929427,140.98324589716188,129.0328408807589,111.16953677985057,90.84251200370896,76.24267590543671,89.32304274609407,90.95365228134325
14,80.52489302655297,99.26333179235084,90.40342036179233,101.02171711612253,100.25207988085414,113.27909343078537,154.1055333862133,131.99465258028957,115.69322188689708,89.35256814524111,74.01952927161078,88.02007342334815,91.518446642785
15,85.5869906326478,96.77743838925818,94.48406012160547,102.25111451641322,100.01328425624101,114.51324562559151,144.32614307091663,131.9466327003561,111.5548762376292,79.52431079104394,73.70894804331,88.43373464312381,94.77246472374755
16,85.66283053833452,93.4515994753871,92.9229734213969,100.64372914250914,99.49633201462836,121.08633035561344,147.45779533493436,138.11292036654498,110.36611755634796,84.67117443163583,71.71615238563152,84.81941005665317,96.62751093969733
